,JOIN,doubleheader,temperature_fahrenheit,season_game_number,days_since_last_game,pitches_p,ba_p,iso_p,babip_p,slg_p,woba_p,xwoba_p,xba_p,hits_p,abs_p,launch_speed_p,launch_angle_p,spin_rate_p,velocity_p,effective_speed_p,whiffs_p,swings_p,takes_p,eff_min_vel_p,release_extension_p,pitcher_run_exp_p,run_exp_p,pitches_h,ba_h,iso_h,babip_h,slg_h,woba_h,xwoba_h,xba_h,hits_h,abs_h,launch_speed_h,launch_angle_h,spin_rate_h,velocity_h,effective_speed_h,whiffs_h,swings_h,takes_h,eff_min_vel_h,release_extension_h,pitcher_run_exp_h,run_exp_h,duration,score,opp_score,opp_ScoreLine,winLoss_numeric
649,45039TORDH0,0,62,22,1.0,134,0.182,0.121,0.25,0.303,0.205,0.28,0.24,6,33,91.5,12.8,2023,87.5,87.81,20,72,62,0.2999999999999971,6.57,3.6,-3.6,138,0.176,0.265,0.19,0.441,0.289,0.287,0.211,6,34,91.5,7.0,2387,89.9,89.83,18,63,75,-0.1,6.26,0.5,-0.5,143,5,1,000000001,1
650,45039COLDH0,0,63,23,1.0,151,0.276,0.448,0.2,0.724,0.453,0.376,0.267,8,29,88.9,19.7,2211,89.0,88.67,11,67,84,-0.3,6.1,-4.3,4.3,163,0.206,0.0,0.35,0.206,0.231,0.258,0.202,7,34,86.2,13.7,2457,92.0,92.86,31,84,79,0.9000000000000057,6.82,1.7,-1.7,163,3,9,10120032x,0
651,45039PHIDH0,0,63,23,1.0,163,0.206,0.0,0.35,0.206,0.231,0.258,0.202,7,34,86.2,13.7,2457,92.0,92.86,31,84,79,0.9000000000000057,6.82,1.7,-1.7,151,0.276,0.448,0.2,0.724,0.453,0.376,0.267,8,29,88.9,19.7,2211,89.0,88.67,11,67,84,-0.3,6.1,-4.3,4.3,163,9,3,000300000,1
652,45039AZDH0,0,76,23,1.0,173,0.25,0.25,0.269,0.5,0.353,0.363,0.252,8,32,93.3,21.2,2238,91.0,90.56,16,67,106,-0.4,6.18,-1.7,1.7,148,0.194,0.387,0.143,0.581,0.356,0.369,0.224,6,31,87.9,0.3,2409,88.8,89.08,13,65,83,0.2999999999999971,6.57,0.6,-0.6,181,5,7,301010200,0
653,45039SDDH0,0,76,24,1.0,148,0.194,0.387,0.143,0.581,0.356,0.369,0.224,6,31,87.9,0.3,2409,88.8,89.08,13,65,83,0.2999999999999971,6.57,0.6,-0.6,173,0.25,0.25,0.269,0.5,0.353,0.363,0.252,8,32,93.3,21.2,2238,91.0,90.56,16,67,106,-0.4,6.18,-1.7,1.7,181,7,5,000100220,1
654,45039SEADH0,0,54,22,1.0,162,0.351,0.243,0.385,0.595,0.436,0.438,0.363,13,37,88.4,15.1,2124,86.8,86.9,22,76,86,0.1000000000000085,6.22,-3.2,3.2,151,0.194,0.129,0.313,0.323,0.274,0.304,0.205,6,31,92.0,20.9,2369,87.4,88.02,29,68,83,0.5999999999999943,6.6,1.3,-1.3,167,3,7,201300100,0
655,45039STLDH0,0,54,22,1.0,151,0.194,0.129,0.313,0.323,0.274,0.304,0.205,6,31,92.0,20.9,2369,87.4,88.02,29,68,83,0.5999999999999943,6.6,1.3,-1.3,162,0.351,0.243,0.385,0.595,0.436,0.438,0.363,13,37,88.4,15.1,2124,86.8,86.9,22,76,86,0.1000000000000085,6.22,-3.2,3.2,167,7,3,030000000,1
656,45039NYMDH0,0,61,23,1.0,156,0.258,0.161,0.35,0.419,0.336,0.364,0.27,8,31,87.1,12.5,2371,88.8,89.82,20,71,85,1.0,6.86,0.2,-0.2,131,0.235,0.118,0.28,0.353,0.25,0.225,0.224,8,34,90.7,13.0,2173,86.2,86.44,12,60,71,0.2000000000000028,6.34,-0.1,0.1,157,4,5,11020001x,0
657,45039SFDH0,0,61,21,1.0,131,0.235,0.118,0.28,0.353,0.25,0.225,0.224,8,34,90.7,13.0,2173,86.2,86.44,12,60,71,0.2000000000000028,6.34,-0.1,0.1,156,0.258,0.161,0.35,0.419,0.336,0.364,0.27,8,31,87.1,12.5,2371,88.8,89.82,20,71,85,1.0,6.86,0.2,-0.2,157,5,4,001201000,1
658,45039CWSDH0,0,72,22,1.0,116,0.179,0.321,0.143,0.5,0.33,0.417,0.27,5,28,94.1,24.7,2023,87.1,87.4,15,56,60,0.3000000000000113,6.63,0.1,-0.1,117,0.1,0.067,0.13,0.167,0.112,0.169,0.146,3,30,84.9,6.1,2200,89.0,89.23,11,55,62,0.2000000000000028,6.52,3.7,-3.7,122,1,4,03100000x,0
659,45039TBDH0,0,72,22,1.0,117,0.1,0.067,0.13,0.167,0.112,0.169,0.146,3,30,84.9,6.1,2200,89.0,89.23,11,55,62,0.2000000000000028,6.52,3.7,-3.7,116,0.179,0.321,0.143,0.5,0.33,0.417,0.27,5,28,94.1,24.7,2023,87.1,87.4,15,56,60,0.3000000000000113,6.63,0.1,-0.1,122,4,1,000100000,1
660,45039OAKDH0,0,74,22,1.0,149,0.29,0.129,0.32,0.419,0.358,0.387,0.31,9,31,89.4,8.0,2316,88.8,88.9,17,71,78,0.1000000000000085,6.4,-0.1,0.1,132,0.152,0.091,0.235,0.242,0.168,0.184,0.157,5,33,87.3,16.3,2374,93.2,93.85,27,65,67,0.7000000000000028,6.65,2.8,-2.8,151,2,5,03010001x,0
661,45039TEXDH0,0,74,21,1.0,132,0.152,0.091,0.235,0.242,0.168,0.184,0.157,5,33,87.3,16.3,2374,93.2,93.85,27,65,67,0.7000000000000028,6.65,2.8,-2.8,149,0.29,0.129,0.32,0.419,0.358,0.387,0.31,9,31,89.4,8.0,2316,88.8,88.9,17,71,78,0.1000000000000085,6.4,-0.1,0.1,151,5,2,000020000,1
662,45040AZDH0,0,87,24,1.0,161,0.278,0.139,0.31,0.417,0.345,0.282,0.208,10,36,86.5,9.7,2178,87.0,87.29,15,72,89,0.2999999999999971,6.52,-0.1,0.1,160,0.25,0.036,0.304,0.286,0.327,0.32,0.227,7,28,85.7,2.6,2281,91.6,92.07,17,68,92,0.5,6.46,0.7,-0.7,176,5,4,101010010,1
663,45040KCDH0,0,87,23,1.0,160,0.25,0.036,0.304,0.286,0.327,0.32,0.227,7,28,85.7,2.6,2281,91.6,92.07,17,68,92,0.5,6.46,0.7,-0.7,161,0.278,0.139,0.31,0.417,0.345,0.282,0.208,10,36,86.5,9.7,2178,87.0,87.29,15,72,89,0.2999999999999971,6.52,-0.1,0.1,176,4,5,02200001x,0
664,45040ATLDH0,0,65,23,1.0,115,0.065,0.0,0.118,0.065,0.057,0.173,0.157,2,31,88.3,12.2,2403,91.1,92.28,33,73,42,1.2000000000000028,6.96,4.5,-4.5,170,0.324,0.486,0.304,0.811,0.498,0.467,0.321,12,37,96.8,13.9,2180,87.9,88.22,22,78,92,0.2999999999999971,6.45,-7.7,7.7,141,11,0,000000000,1
665,45040MIADH0,0,65,23,1.0,170,0.324,0.486,0.304,0.811,0.498,0.467,0.321,12,37,96.8,13.9,2180,87.9,88.22,22,78,92,0.2999999999999971,6.45,-7.7,7.7,115,0.065,0.0,0.118,0.065,0.057,0.173,0.157,2,31,88.3,12.2,2403,91.1,92.28,33,73,42,1.2000000000000028,6.96,4.5,-4.5,141,0,11,00122303x,0
666,45040BALDH0,0,59,22,1.0,133,0.226,0.194,0.263,0.419,0.309,0.331,0.234,7,31,89.3,4.4,2231,89.2,89.17,12,54,79,0.0,6.32,-0.2,0.2,128,0.406,0.125,0.406,0.531,0.413,0.429,0.385,13,32,92.5,11.9,2162,88.7,88.76,4,65,63,0.1,6.48,-1.5,1.5,149,5,4,013000000,1
667,45040BOSDH0,0,59,24,1.0,128,0.406,0.125,0.406,0.531,0.413,0.429,0.385,13,32,92.5,11.9,2162,88.7,88.76,4,65,63,0.1,6.48,-1.5,1.5,133,0.226,0.194,0.263,0.419,0.309,0.331,0.234,7,31,89.3,4.4,2231,89.2,89.17,12,54,79,0.0,6.32,-0.2,0.2,149,4,5,00131000x,0
668,45040CINDH0,0,51,23,1.0,155,0.286,0.229,0.364,0.514,0.356,0.325,0.248,10,35,83.3,12.4,2429,87.9,87.54,22,70,85,-0.4,6.32,-1.3,1.3,140,0.258,0.097,0.364,0.355,0.342,0.37,0.269,8,31,86.9,12.1,2160,89.0,89.23,17,56,84,0.2000000000000028,6.55,-3.0,3.0,156,7,6,032100000,1
669,45040TEXDH0,0,51,22,1.0,140,0.258,0.097,0.364,0.355,0.342,0.37,0.269,8,31,86.9,12.1,2160,89.0,89.24,17,56,84,0.2000000000000028,6.55,-3.0,3.0,155,0.286,0.229,0.364,0.514,0.356,0.325,0.248,10,35,83.3,12.4,2429,87.9,87.54,22,70,85,-0.4,6.32,-1.3,1.3,156,6,7,103000021,0
670,45040CLEDH0,0,44,23,1.0,169,0.27,0.108,0.31,0.378,0.31,0.381,0.354,10,37,86.0,16.6,2243,89.9,90.23,16,78,91,0.2999999999999971,6.48,-0.6,0.6,119,0.133,0.033,0.16,0.167,0.181,0.281,0.249,4,30,90.5,5.2,2315,87.4,87.82,8,45,74,0.3999999999999915,6.58,4.1,-4.1,145,0,6,100410000,0
671,45040COLDH0,0,44,24,1.0,119,0.133,0.033,0.16,0.167,0.181,0.281,0.249,4,30,90.5,5.2,2315,87.4,87.82,8,45,74,0.3999999999999915,6.58,4.1,-4.1,169,0.27,0.108,0.31,0.378,0.31,0.381,0.354,10,37,86.0,16.6,2243,89.9,90.23,16,78,91,0.2999999999999971,6.48,-0.6,0.6,145,6,0,000000000,1
672,45040DETDH0,0,62,21,1.0,124,0.156,0.188,0.15,0.344,0.238,0.273,0.189,5,32,87.5,6.8,2407,87.0,86.73,24,66,58,-0.3,6.26,1.9,-1.9,149,0.25,0.125,0.304,0.375,0.335,0.342,0.252,8,32,86.9,2.3,2271,89.2,89.34,15,60,89,0.1,6.56,-1.3,1.3,145,4,2,101000000,1
673,45040MILDH0,0,62,23,1.0,149,0.25,0.125,0.304,0.375,0.335,0.342,0.252,8,32,86.9,2.3,2271,89.2,89.34,15,60,89,0.1,6.56,-1.3,1.3,124,0.156,0.188,0.15,0.344,0.238,0.273,0.189,5,32,87.5,6.8,2407,87.0,86.73,24,66,58,-0.3,6.26,1.9,-1.9,145,2,4,003010000,0
674,45040MINDH0,0,49,23,1.0,154,0.188,0.031,0.273,0.219,0.234,0.256,0.198,6,32,86.4,0.3,2500,87.2,87.16,22,66,88,0.0,6.4,2.9,-2.9,180,0.303,0.182,0.333,0.485,0.389,0.353,0.26,10,33,84.8,13.5,2128,88.9,88.8,16,80,100,-0.1,6.38,-1.4,1.4,174,6,1,000000001,1
675,45040NYYDH0,0,49,23,1.0,180,0.303,0.182,0.333,0.485,0.389,0.353,0.26,10,33,84.8,13.5,2128,88.9,88.8,16,80,100,-0.1,6.38,-1.4,1.4,154,0.188,0.031,0.273,0.219,0.234,0.256,0.198,6,32,86.4,0.3,2500,87.2,87.16,22,66,88,0.0,6.4,2.9,-2.9,174,1,6,00310101x,0
676,45040LAADH0,0,67,23,1.0,175,0.333,0.405,0.346,0.738,0.472,0.405,0.297,14,42,85.7,19.5,2100,87.1,86.95,26,90,85,-0.1,6.27,-6.7,6.7,177,0.325,0.325,0.345,0.65,0.446,0.449,0.345,13,40,91.2,11.0,2161,89.4,89.49,19,86,91,0.1,6.48,-5.1,5.1,205,10,11,2320000013,0
677,45040OAKDH0,0,67,23,1.0,177,0.325,0.325,0.345,0.65,0.446,0.449,0.345,13,40,91.2,11.0,2161,89.4,89.49,19,86,91,0.1,6.48,-5.1,5.1,175,0.333,0.405,0.346,0.738,0.472,0.405,0.297,14,42,85.7,19.5,2100,87.1,86.95,26,90,85,-0.1,6.27,-6.7,6.7,205,11,10,0110051002,1
678,45040SFDH0,0,58,22,1.0,109,0.188,0.063,0.214,0.25,0.203,0.243,0.216,6,32,85.8,-2.9,2020,91.3,90.81,4,51,58,-0.5,6.06,4.2,-4.2,142,0.25,0.125,0.318,0.375,0.285,0.248,0.225,8,32,83.1,9.6,2174,88.2,88.82,22,65,77,0.5999999999999943,6.65,0.8,-0.8,140,4,0,000000000,1
679,45040STLDH0,0,58,23,1.0,142,0.25,0.125,0.318,0.375,0.285,0.248,0.225,8,32,83.1,9.6,2174,88.2,88.82,22,65,77,0.5999999999999943,6.65,0.8,-0.8,109,0.188,0.063,0.214,0.25,0.203,0.243,0.216,6,32,85.8,-2.9,2020,91.3,90.81,4,51,58,-0.5,6.06,4.2,-4.2,140,0,4,00000040x,0
680,45040HOUDH0,0,72,23,1.0,183,0.378,0.162,0.519,0.541,0.425,0.378,0.325,14,37,91.8,9.4,2273,88.6,88.67,30,83,100,0.1000000000000085,6.5,-3.7,3.7,144,0.194,0.323,0.19,0.516,0.305,0.272,0.194,6,31,86.5,18.5,2344,87.5,87.72,17,67,77,0.2000000000000028,6.67,1.8,-1.8,166,3,8,20400110x,0
681,45040TBDH0,0,72,23,1.0,144,0.194,0.323,0.19,0.516,0.305,0.272,0.194,6,31,86.5,18.5,2344,87.5,87.72,17,67,77,0.2000000000000028,6.67,1.8,-1.8,183,0.378,0.162,0.519,0.541,0.425,0.378,0.325,14,37,91.8,9.4,2273,88.6,88.67,30,83,100,0.1000000000000085,6.5,-3.7,3.7,166,8,3,201000000,1
682,45040CWSDH0,0,68,23,1.0,164,0.267,0.167,0.304,0.433,0.381,0.451,0.323,8,30,92.4,3.4,2405,90.1,90.04,17,69,95,-0.1,6.44,-1.7,1.7,132,0.097,0.032,0.12,0.129,0.181,0.259,0.19,3,31,81.1,11.6,2186,86.4,86.45,13,59,73,0.1,6.54,2.9,-2.9,160,2,5,00040010x,0
683,45040TORDH0,0,68,23,1.0,132,0.097,0.032,0.12,0.129,0.181,0.259,0.19,3,31,81.1,11.6,2186,86.4,86.45,13,59,73,0.1,6.54,2.9,-2.9,164,0.267,0.167,0.304,0.433,0.381,0.451,0.323,8,30,92.4,3.4,2405,90.1,90.04,17,69,95,-0.1,6.44,-1.7,1.7,160,5,2,002000000,1
684,45041AZDH0,0,86,25,1.0,145,0.378,0.162,0.412,0.541,0.398,0.36,0.303,14,37,92.8,8.2,2281,89.6,90.02,15,69,76,0.4000000000000057,6.5,-0.5,0.5,159,0.278,0.139,0.357,0.417,0.317,0.253,0.196,10,36,86.1,8.4,2268,87.4,88.27,19,71,88,0.8999999999999915,6.91,1.6,-1.6,162,4,5,100120010,0
685,45041KCDH0,0,86,24,1.0,159,0.278,0.139,0.357,0.417,0.317,0.253,0.196,10,36,86.1,8.4,2268,87.4,88.27,19,71,88,0.8999999999999915,6.91,1.6,-1.6,145,0.378,0.162,0.412,0.541,0.398,0.36,0.303,14,37,92.8,8.2,2281,89.6,90.02,15,69,76,0.4000000000000057,6.5,-0.5,0.5,162,5,4,000100120,1
686,45041ATLDH0,0,69,24,1.0,161,0.286,0.2,0.364,0.486,0.347,0.286,0.23,10,35,83.5,12.2,2481,87.7,87.61,20,72,89,-0.1,6.2,-0.2,0.2,137,0.303,0.333,0.304,0.636,0.417,0.355,0.266,10,33,90.5,16.2,2250,88.4,88.79,20,72,65,0.3999999999999915,6.45,-3.0,3.0,152,7,4,001000021,1
687,45041MIADH0,0,69,24,1.0,137,0.303,0.333,0.304,0.636,0.417,0.355,0.266,10,33,90.5,16.2,2250,88.4,88.79,20,72,65,0.3999999999999915,6.45,-3.0,3.0,161,0.286,0.2,0.364,0.486,0.347,0.286,0.23,10,35,83.5,12.2,2481,87.7,87.61,20,72,89,-0.1,6.2,-0.2,0.2,152,4,7,10030102x,0
688,45041BALDH0,0,59,23,1.0,171,0.314,0.114,0.333,0.429,0.358,0.302,0.254,11,35,92.0,9.1,2324,89.4,89.41,15,75,96,0.0,6.42,-3.4,3.4,135,0.282,0.231,0.25,0.513,0.335,0.349,0.28,11,39,90.8,21.6,2265,87.5,87.61,10,70,65,0.1,6.46,-1.8,1.8,164,6,8,034000010,0
689,45041BOSDH0,0,59,25,1.0,135,0.282,0.231,0.25,0.513,0.335,0.349,0.28,11,39,90.8,21.6,2265,87.5,87.61,10,70,65,0.1,6.46,-1.8,1.8,171,0.314,0.114,0.333,0.429,0.358,0.302,0.254,11,35,92.0,9.1,2324,89.4,89.41,15,75,96,0.0,6.42,-3.4,3.4,164,8,6,000010005,1
690,45041CHCDH0,0,41,22,2.0,167,0.161,0.032,0.238,0.194,0.243,0.248,0.158,5,31,84.5,24.9,2368,89.8,89.66,17,74,93,-0.1,6.25,4.2,-4.2,166,0.233,0.167,0.25,0.4,0.357,0.386,0.294,7,30,89.2,13.2,2343,89.2,89.54,17,64,102,0.2999999999999971,6.67,-2.2,2.2,172,6,0,000000000,1
691,45041SDDH0,0,41,25,2.0,166,0.233,0.167,0.25,0.4,0.357,0.386,0.294,7,30,89.2,13.2,2343,89.2,89.54,17,64,102,0.2999999999999971,6.67,-2.2,2.2,167,0.161,0.032,0.238,0.194,0.243,0.248,0.158,5,31,84.5,24.9,2368,89.8,89.66,17,74,93,-0.1,6.25,4.2,-4.2,172,0,6,02000004x,0
692,45041CINDH0,0,60,24,1.0,161,0.27,0.324,0.35,0.595,0.385,0.315,0.211,10,37,91.5,15.5,2242,89.0,88.49,26,70,91,-0.5,6.14,-0.9,0.9,140,0.314,0.029,0.393,0.343,0.321,0.305,0.28,11,35,82.6,19.1,2099,89.0,88.53,14,70,70,-0.5,6.1,-3.1,3.1,154,7,6,100131000,1
693,45041TEXDH0,0,60,23,1.0,140,0.314,0.029,0.393,0.343,0.321,0.305,0.28,11,35,82.6,19.1,2099,89.0,88.53,14,70,70,-0.5,6.1,-3.1,3.1,161,0.27,0.324,0.35,0.595,0.385,0.315,0.211,10,37,91.5,15.5,2242,89.0,88.49,26,70,91,-0.5,6.14,-0.9,0.9,154,6,7,00000016x,0
694,45041CLEDH0,0,45,24,1.0,173,0.242,0.152,0.28,0.394,0.327,0.401,0.265,8,33,92.0,12.6,2256,88.8,88.79,18,71,102,0.0,6.32,0.1,-0.1,120,0.194,0.097,0.261,0.29,0.199,0.265,0.248,6,31,86.6,6.9,2188,86.7,87.47,14,62,58,0.7999999999999972,6.7,3.6,-3.6,142,1,5,130001000,0
695,45041COLDH0,0,45,25,1.0,120,0.194,0.097,0.261,0.29,0.199,0.265,0.248,6,31,86.6,6.9,2188,86.7,87.47,14,62,58,0.7999999999999972,6.7,3.6,-3.6,173,0.242,0.152,0.28,0.394,0.327,0.401,0.265,8,33,92.0,12.6,2256,88.8,88.79,18,71,102,0.0,6.32,0.1,-0.1,142,5,1,000001000,1
696,45041DETDH0,0,64,22,1.0,151,0.156,0.156,0.19,0.313,0.238,0.231,0.171,5,32,85.7,12.5,2277,88.8,88.98,18,67,84,0.2000000000000028,6.37,2.1,-2.1,160,0.308,0.103,0.367,0.41,0.328,0.331,0.289,12,39,89.5,11.9,2305,88.1,88.15,18,84,76,0.1000000000000085,6.32,0.0,0.0,160,4,3,001101000,1
697,45041MILDH0,0,64,24,1.0,160,0.308,0.103,0.367,0.41,0.328,0.331,0.289,12,39,89.5,11.9,2305,88.1,88.15,18,84,76,0.1000000000000085,6.32,0.0,0.0,151,0.156,0.156,0.19,0.313,0.238,0.231,0.171,5,32,85.7,12.5,2277,88.8,88.98,18,67,84,0.2000000000000028,6.37,2.1,-2.1,160,3,4,040000000,0
698,45041MINDH0,0,50,24,1.0,116,0.229,0.0,0.308,0.229,0.202,0.238,0.242,8,35,91.3,12.8,1930,90.1,90.29,20,65,51,0.2000000000000028,6.51,3.6,-3.6,155,0.242,0.333,0.273,0.576,0.367,0.26,0.174,8,33,84.3,31.1,2190,86.2,85.52,19,74,81,-0.7,6.01,-2.0,2.0,136,6,2,100010000,1
699,45041NYYDH0,0,50,24,1.0,155,0.242,0.333,0.273,0.576,0.367,0.26,0.174,8,33,84.3,31.1,2190,86.2,85.52,19,74,81,-0.7,6.01,-2.0,2.0,116,0.229,0.0,0.308,0.229,0.202,0.238,0.242,8,35,91.3,12.8,1930,90.1,90.29,20,65,51,0.2000000000000028,6.51,3.6,-3.6,136,2,6,00200400x,0
700,45041NYMDH0,0,57,24,2.0,169,0.289,0.105,0.313,0.395,0.358,0.362,0.287,11,38,87.5,2.6,2270,88.9,88.71,10,60,109,-0.2,6.17,-0.4,0.4,119,0.161,0.032,0.278,0.194,0.171,0.119,0.098,5,31,86.8,17.1,2104,90.0,89.38,26,60,59,-0.6,5.84,3.7,-3.7,153,0,5,011003000,0
701,45041WSHDH0,0,57,22,2.0,119,0.161,0.032,0.278,0.194,0.171,0.119,0.098,5,31,86.8,17.1,2104,90.0,89.38,26,60,59,-0.6,5.84,3.7,-3.7,169,0.289,0.105,0.313,0.395,0.358,0.362,0.287,11,38,87.5,2.6,2270,88.9,88.71,10,60,109,-0.2,6.17,-0.4,0.4,153,5,0,000000000,1
702,45041LAADH0,0,65,24,1.0,146,0.182,0.242,0.238,0.424,0.285,0.272,0.186,6,33,89.7,18.3,2242,89.5,89.04,23,68,78,-0.5,6.16,1.5,-1.5,173,0.294,0.088,0.385,0.382,0.313,0.369,0.319,10,34,94.8,16.1,2362,92.2,92.79,15,88,85,0.5999999999999943,6.79,-0.5,0.5,167,5,3,100011000,1
703,45041OAKDH0,0,65,24,1.0,173,0.294,0.088,0.385,0.382,0.313,0.369,0.319,10,34,94.8,16.1,2362,92.2,92.79,15,88,85,0.5999999999999943,6.79,-0.5,0.5,146,0.182,0.242,0.238,0.424,0.285,0.272,0.186,6,33,89.7,18.3,2242,89.5,89.04,23,68,78,-0.5,6.16,1.5,-1.5,167,3,5,40000100x,0
704,45041PHIDH0,0,57,24,2.0,144,0.235,0.294,0.25,0.529,0.317,0.376,0.288,8,34,94.3,15.8,2162,85.7,86.87,19,78,66,1.2000000000000028,7.12,0.2,-0.2,142,0.286,0.114,0.333,0.4,0.317,0.396,0.366,10,35,90.9,10.9,2318,86.5,86.41,13,75,67,-0.1,6.35,1.5,-1.5,158,3,5,000022100,0
705,45041SEADH0,0,57,23,2.0,142,0.286,0.114,0.333,0.4,0.317,0.396,0.366,10,35,90.9,10.9,2318,86.5,86.41,13,75,67,-0.1,6.35,1.5,-1.5,144,0.235,0.294,0.25,0.529,0.317,0.376,0.288,8,34,94.3,15.8,2162,85.7,86.87,19,78,66,1.2000000000000028,7.12,0.2,-0.2,158,5,3,000011001,1
706,45041LADDH0,0,56,24,2.0,157,0.308,0.128,0.367,0.436,0.347,0.334,0.261,12,39,87.2,5.3,2145,90.3,90.87,20,71,86,0.6000000000000085,6.7,-1.9,1.9,162,0.25,0.167,0.276,0.417,0.315,0.312,0.219,9,36,84.5,6.8,2312,89.6,90.34,22,83,79,0.7000000000000028,6.66,-3.1,3.1,165,8,7,120400000,1
707,45041PITDH0,0,56,24,2.0,162,0.25,0.167,0.276,0.417,0.315,0.312,0.218,9,36,84.5,6.8,2312,89.6,90.34,22,83,79,0.7000000000000028,6.66,-3.1,3.1,157,0.308,0.128,0.367,0.436,0.347,0.334,0.261,12,39,87.2,5.3,2145,90.3,90.87,20,71,86,0.6000000000000085,6.7,-1.9,1.9,165,7,8,200012030,0
708,45041SFDH0,0,63,23,1.0,126,0.265,0.118,0.32,0.382,0.29,0.299,0.266,9,34,86.9,3.1,2255,86.9,87.12,17,66,60,0.1999999999999886,6.4,0.5,-0.5,151,0.273,0.212,0.318,0.485,0.341,0.334,0.248,9,33,91.7,5.1,2156,87.9,88.13,22,71,80,0.1999999999999886,6.38,-0.2,0.2,154,5,4,001000030,1
709,45041STLDH0,0,63,24,1.0,151,0.273,0.212,0.318,0.485,0.341,0.334,0.248,9,33,91.7,5.1,2156,87.9,88.13,22,71,80,0.1999999999999886,6.38,-0.2,0.2,126,0.265,0.118,0.32,0.382,0.29,0.299,0.266,9,34,86.9,3.1,2255,86.9,87.12,17,66,60,0.1999999999999886,6.4,0.5,-0.5,154,4,5,010100003,0
710,45041HOUDH0,0,72,24,1.0,132,0.167,0.033,0.227,0.2,0.193,0.206,0.172,5,30,81.7,15.3,2392,85.8,85.39,17,71,61,-0.4,6.15,4.3,-4.3,163,0.297,0.135,0.367,0.432,0.34,0.294,0.273,11,37,86.7,8.3,2461,89.7,90.04,18,85,78,0.2999999999999971,6.6,-0.2,0.2,164,5,0,000000000,1
711,45041TBDH0,0,72,24,1.0,163,0.297,0.135,0.367,0.432,0.34,0.294,0.273,11,37,86.7,8.3,2461,89.7,90.04,18,85,78,0.2999999999999971,6.6,-0.2,0.2,132,0.167,0.033,0.227,0.2,0.193,0.206,0.172,5,30,81.7,15.3,2392,85.8,85.39,17,71,61,-0.4,6.15,4.3,-4.3,164,0,5,000050000,0
712,45041CWSDH0,0,68,24,1.0,139,0.303,0.273,0.308,0.576,0.395,0.292,0.219,10,33,89.9,17.6,2311,88.7,88.65,13,69,70,0.0,6.47,-2.8,2.8,139,0.133,0.0,0.2,0.133,0.155,0.216,0.187,4,30,82.2,0.5,2112,89.8,90.07,20,65,74,0.2999999999999971,6.66,4.8,-4.8,144,0,7,03030100x,0
713,45041TORDH0,0,68,24,1.0,139,0.133,0.0,0.2,0.133,0.155,0.216,0.187,4,30,82.2,0.5,2112,89.8,90.07,20,65,74,0.2999999999999971,6.66,4.8,-4.8,139,0.303,0.273,0.308,0.576,0.395,0.292,0.219,10,33,89.9,17.6,2311,88.7,88.65,13,69,70,0.0,6.47,-2.8,2.8,144,7,0,000000000,1
714,45042AZDH0,0,82,26,1.0,137,0.152,0.0,0.25,0.152,0.15,0.289,0.261,5,33,89.9,12.1,2219,87.9,88.2,24,67,70,0.2999999999999971,6.55,4.7,-4.7,142,0.222,0.0,0.333,0.222,0.263,0.265,0.208,6,27,79.9,13.3,2196,84.6,84.63,20,71,71,0.0,6.43,1.1,-1.1,151,2,0,000000000,1
715,45042KCDH0,0,82,25,1.0,142,0.222,0.0,0.333,0.222,0.263,0.265,0.208,6,27,79.9,13.3,2196,84.6,84.63,20,71,71,0.0,6.43,1.1,-1.1,137,0.152,0.0,0.25,0.152,0.15,0.289,0.261,5,33,89.9,12.1,2219,87.9,88.2,24,67,70,0.2999999999999971,6.55,4.7,-4.7,151,0,2,00011000x,0
716,45042ATLDH0,0,55,25,1.0,145,0.156,0.313,0.091,0.469,0.303,0.394,0.264,5,32,94.1,11.9,2220,87.7,87.7,17,74,71,0.0,6.22,0.9,-0.9,138,0.273,0.273,0.304,0.545,0.37,0.277,0.204,9,33,87.6,6.6,2212,92.4,92.34,26,72,66,-0.1,6.26,-2.4,2.4,148,6,4,011101000,1
717,45042MIADH0,0,55,25,1.0,138,0.273,0.273,0.304,0.545,0.37,0.277,0.204,9,33,87.6,6.6,2212,92.4,92.34,26,72,66,-0.1,6.26,-2.4,2.4,145,0.156,0.313,0.091,0.469,0.303,0.394,0.264,5,32,94.1,11.9,2220,87.7,87.7,17,74,71,0.0,6.22,0.9,-0.9,148,4,6,00000204x,0
718,45042BALDH0,0,61,24,1.0,156,0.212,0.121,0.273,0.333,0.272,0.282,0.219,7,33,88.2,13.7,2333,88.4,88.16,15,75,81,-0.2,6.21,2.4,-2.4,130,0.367,0.033,0.379,0.4,0.347,0.344,0.293,11,30,84.9,10.9,2241,89.2,89.14,9,63,66,-0.1,6.41,-1.7,1.7,157,6,2,010001000,1
719,45042BOSDH0,0,61,26,1.0,130,0.367,0.033,0.379,0.4,0.347,0.344,0.293,11,30,84.9,10.9,2241,89.2,89.14,9,63,66,-0.1,6.41,-1.7,1.7,156,0.212,0.121,0.273,0.333,0.272,0.282,0.219,7,33,88.2,13.7,2333,88.4,88.16,15,75,81,-0.2,6.21,2.4,-2.4,157,2,6,10030101x,0
